time,temperature,voltage,current,chemistry,dataset
521.0,47.027,3.9223,6.785,NMC-LMO,SNL_NMC-LMO_85SOC_b
522.0,47.092,3.9044,7.445,NMC-LMO,SNL_NMC-LMO_85SOC_b
523.0,47.676,3.8822,7.675,NMC-LMO,SNL_NMC-LMO_85SOC_b
524.0,50.283,3.8633,8.251,NMC-LMO,SNL_NMC-LMO_85SOC_b
525.0,53.598,3.8341,8.865,NMC-LMO,SNL_NMC-LMO_85SOC_b
526.0,53.662,3.8214,9.171,NMC-LMO,SNL_NMC-LMO_85SOC_b
527.0,57.251,3.7791,9.38,NMC-LMO,SNL_NMC-LMO_85SOC_b
528.0,59.141,3.7572,10.209,NMC-LMO,SNL_NMC-LMO_85SOC_b
529.0,62.337,3.7334,10.717,NMC-LMO,SNL_NMC-LMO_85SOC_b
530.0,65.071,3.6924,11.333,NMC-LMO,SNL_NMC-LMO_85SOC_b
531.0,67.121,3.6389,11.661,NMC-LMO,SNL_NMC-LMO_85SOC_b
532.0,70.706,3.5952,12.091,NMC-LMO,SNL_NMC-LMO_85SOC_b
533.0,73.345,3.5601,12.717,NMC-LMO,SNL_NMC-LMO_85SOC_b
534.0,75.716,3.5307,13.229,NMC-LMO,SNL_NMC-LMO_85SOC_b
535.0,80.647,3.4895,13.914,NMC-LMO,SNL_NMC-LMO_85SOC_b
536.0,85.184,3.4524,14.269,NMC-LMO,SNL_NMC-LMO_85SOC_b
537.0,89.942,3.4009,14.795,NMC-LMO,SNL_NMC-LMO_85SOC_b
538.0,93.868,3.3413,15.347,NMC-LMO,SNL_NMC-LMO_85SOC_b
539.0,99.264,3.2954,16.116,NMC-LMO,SNL_NMC-LMO_85SOC_b
540.0,112.253,3.2286,17.616,NMC-LMO,SNL_NMC-LMO_85SOC_b
541.0,128.172,3.0462,19.116,NMC-LMO,SNL_NMC-LMO_85SOC_b
542.0,143.724,2.8224,20.616,NMC-LMO,SNL_NMC-LMO_85SOC_b
543.0,162.67,2.6527,22.116,NMC-LMO,SNL_NMC-LMO_85SOC_b
544.0,181.505,2.5053,23.616,NMC-LMO,SNL_NMC-LMO_85SOC_b
545.0,200.464,2.3681,25.116,NMC-LMO,SNL_NMC-LMO_85SOC_b
546.0,218.271,2.2541,26.616,NMC-LMO,SNL_NMC-LMO_85SOC_b
547.0,235.617,2.1215,28.116,NMC-LMO,SNL_NMC-LMO_85SOC_b
548.0,251.252,2.0673,29.616,NMC-LMO,SNL_NMC-LMO_85SOC_b
549.0,265.538,1.9175,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
550.0,281.667,1.7876,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
551.0,296.908,1.6533,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
552.0,312.671,1.4242,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
553.0,328.79,1.2192,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
554.0,341.421,1.0761,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
555.0,358.497,0.9524,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
556.0,372.0,0.7058,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
557.0,372.0,0.6544,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
558.0,372.0,0.535,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
559.0,372.0,0.389,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
560.0,372.0,0.267,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
561.0,372.0,0.0946,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
562.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
563.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
564.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
565.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
566.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
567.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
568.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
569.0,372.0,0.0,30.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
570.0,396.924,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
571.0,392.924,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
572.0,391.879,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
573.0,387.91,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
574.0,385.071,0.0003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
575.0,383.119,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
576.0,379.345,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
577.0,375.568,0.0002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
578.0,375.092,0.0007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
579.0,371.84,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
580.0,368.469,0.0016,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
581.0,367.066,0.0025,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
582.0,362.797,0.0039,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
583.0,360.599,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
584.0,358.008,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
585.0,353.831,0.0055,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
586.0,356.573,0.0051,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
587.0,349.804,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
588.0,346.378,0.0062,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
589.0,343.534,0.0058,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
590.0,339.616,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
591.0,336.909,0.0056,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
592.0,341.165,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
593.0,331.98,0.0062,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
594.0,330.924,0.0075,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
595.0,329.145,0.0068,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
596.0,326.874,0.0076,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
597.0,324.392,0.0071,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
598.0,322.047,0.0058,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
599.0,320.572,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
600.0,316.959,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
601.0,315.748,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
602.0,312.883,0.0066,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
603.0,312.073,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
604.0,309.801,0.0078,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
605.0,305.492,0.0064,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
606.0,304.542,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
607.0,303.325,0.006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
608.0,298.125,0.0065,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
609.0,297.19,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
610.0,295.69,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
611.0,291.557,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
612.0,293.577,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
613.0,288.227,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
614.0,289.292,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
615.0,283.82,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
616.0,281.905,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
617.0,278.2,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
618.0,275.891,0.0035,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
619.0,277.621,0.0034,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
620.0,273.88,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
621.0,272.041,0.003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
622.0,271.875,0.0003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
623.0,267.198,0.0005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
624.0,266.358,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
625.0,264.983,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
626.0,261.882,0.0004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
627.0,262.502,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
628.0,258.806,0.0002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
629.0,259.377,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
630.0,256.626,0.0012,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
631.0,253.258,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
632.0,251.04,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
633.0,251.01,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
634.0,248.291,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
635.0,244.71,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
636.0,244.133,0.0014,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
637.0,244.798,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
638.0,241.784,0.0015,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
639.0,238.718,0.0013,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
640.0,235.416,0.0013,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
641.0,236.241,0.0031,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
642.0,234.246,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
643.0,232.31,0.0035,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
644.0,232.097,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
645.0,230.045,0.002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
646.0,225.5,0.0016,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
647.0,226.055,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
648.0,222.593,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
649.0,222.116,0.0004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
650.0,219.331,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
651.0,217.814,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
652.0,215.466,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
653.0,217.127,0.0033,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
654.0,215.448,0.0039,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
655.0,213.488,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
656.0,211.225,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
657.0,208.552,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
658.0,207.308,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
659.0,205.573,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
660.0,205.339,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
661.0,205.115,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
662.0,202.064,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
663.0,200.306,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
664.0,199.976,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
665.0,197.149,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
666.0,194.076,0.0018,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
667.0,197.152,0.0002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
668.0,192.794,0.002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
669.0,192.538,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
670.0,193.114,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
671.0,188.535,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
672.0,187.07,0.0052,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
673.0,185.794,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
674.0,185.325,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
675.0,187.625,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
676.0,183.603,0.0037,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
677.0,179.692,0.0035,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
678.0,181.313,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
679.0,180.871,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
680.0,179.784,0.0029,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
681.0,176.417,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
682.0,176.869,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
683.0,176.825,0.003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
684.0,172.288,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
685.0,171.665,0.003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
686.0,172.595,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
687.0,171.491,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
688.0,171.533,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
689.0,168.682,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
690.0,167.609,0.006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
691.0,165.044,0.0067,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
692.0,167.031,0.0066,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
693.0,166.02,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
694.0,162.867,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
695.0,160.761,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
696.0,160.661,0.0066,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
697.0,159.718,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
698.0,157.466,0.0056,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
699.0,156.598,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
700.0,158.449,0.0061,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
701.0,156.213,0.0056,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
702.0,154.039,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
703.0,151.875,0.0038,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
704.0,151.417,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
705.0,148.984,0.003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
706.0,150.675,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
707.0,148.322,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
708.0,148.803,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
709.0,148.467,0.0055,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
710.0,146.867,0.0052,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
711.0,144.873,0.0039,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
712.0,143.241,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
713.0,141.812,0.0037,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
714.0,144.348,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
715.0,142.042,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
716.0,140.23,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
717.0,140.669,0.0004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
718.0,140.369,0.0001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
719.0,136.97,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
720.0,137.424,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
721.0,136.561,0.0031,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
722.0,137.41,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
723.0,133.91,0.0033,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
724.0,132.259,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
725.0,133.193,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
726.0,132.824,0.0064,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
727.0,131.199,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
728.0,132.361,0.0073,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
729.0,128.779,0.0073,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
730.0,128.723,0.0077,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
731.0,125.571,0.0061,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
732.0,125.457,0.0052,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
733.0,125.011,0.0058,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
734.0,124.919,0.006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
735.0,122.538,0.0055,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
736.0,124.463,0.0061,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
737.0,121.71,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
738.0,125.316,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
739.0,120.205,0.0061,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
740.0,120.616,0.0059,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
741.0,119.67,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
742.0,117.518,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
743.0,117.966,0.0038,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
744.0,117.205,0.0038,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
745.0,118.068,0.0037,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
746.0,116.602,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
747.0,116.136,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
748.0,115.857,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
749.0,114.728,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
750.0,113.505,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
751.0,111.457,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
752.0,112.01,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
753.0,109.811,0.005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
754.0,110.22,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
755.0,109.352,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
756.0,108.766,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
757.0,106.513,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
758.0,103.755,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
759.0,106.421,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
760.0,108.022,0.0031,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
761.0,105.829,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
762.0,106.609,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
763.0,103.204,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
764.0,103.137,0.0017,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
765.0,106.585,0.0018,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
766.0,101.4,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
767.0,102.758,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
768.0,102.142,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
769.0,101.363,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
770.0,100.953,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
771.0,98.34,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
772.0,98.386,0.0034,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
773.0,94.697,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
774.0,99.943,0.0047,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
775.0,97.999,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
776.0,95.621,0.0058,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
777.0,94.802,0.0052,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
778.0,97.14,0.0062,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
779.0,93.828,0.0054,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_b
0.0,24.774,4.1515,1.55,LMO-LNO,SNL_LMO-LNO_50SOC_b
1.0,25.153,4.1512,1.504,LMO-LNO,SNL_LMO-LNO_50SOC_b
2.0,25.41,4.1488,1.511,LMO-LNO,SNL_LMO-LNO_50SOC_b
3.0,24.742,4.1511,1.538,LMO-LNO,SNL_LMO-LNO_50SOC_b
4.0,25.234,4.1487,1.553,LMO-LNO,SNL_LMO-LNO_50SOC_b
5.0,24.927,4.1513,1.49,LMO-LNO,SNL_LMO-LNO_50SOC_b
6.0,24.815,4.1488,1.507,LMO-LNO,SNL_LMO-LNO_50SOC_b
7.0,26.405,4.1485,1.519,LMO-LNO,SNL_LMO-LNO_50SOC_b
8.0,25.721,4.1439,1.495,LMO-LNO,SNL_LMO-LNO_50SOC_b
9.0,25.95,4.1471,1.587,LMO-LNO,SNL_LMO-LNO_50SOC_b
10.0,25.141,4.1499,1.481,LMO-LNO,SNL_LMO-LNO_50SOC_b
11.0,25.014,4.1453,1.528,LMO-LNO,SNL_LMO-LNO_50SOC_b
12.0,25.462,4.1491,1.447,LMO-LNO,SNL_LMO-LNO_50SOC_b
13.0,25.524,4.1434,1.566,LMO-LNO,SNL_LMO-LNO_50SOC_b
14.0,25.579,4.1431,1.511,LMO-LNO,SNL_LMO-LNO_50SOC_b
15.0,25.526,4.1432,1.551,LMO-LNO,SNL_LMO-LNO_50SOC_b
16.0,25.415,4.1462,1.447,LMO-LNO,SNL_LMO-LNO_50SOC_b
17.0,25.688,4.145,1.537,LMO-LNO,SNL_LMO-LNO_50SOC_b
18.0,25.129,4.1436,1.48,LMO-LNO,SNL_LMO-LNO_50SOC_b
19.0,25.65,4.1401,1.539,LMO-LNO,SNL_LMO-LNO_50SOC_b
20.0,25.982,4.1442,1.571,LMO-LNO,SNL_LMO-LNO_50SOC_b
21.0,26.413,4.1436,1.481,LMO-LNO,SNL_LMO-LNO_50SOC_b
22.0,25.756,4.1427,1.536,LMO-LNO,SNL_LMO-LNO_50SOC_b
23.0,26.387,4.1451,1.459,LMO-LNO,SNL_LMO-LNO_50SOC_b
24.0,25.874,4.1408,1.436,LMO-LNO,SNL_LMO-LNO_50SOC_b
25.0,25.405,4.1431,1.582,LMO-LNO,SNL_LMO-LNO_50SOC_b
26.0,25.014,4.1428,1.54,LMO-LNO,SNL_LMO-LNO_50SOC_b
27.0,25.06,4.143,1.394,LMO-LNO,SNL_LMO-LNO_50SOC_b
28.0,26.27,4.1411,1.5,LMO-LNO,SNL_LMO-LNO_50SOC_b
29.0,26.123,4.1435,1.517,LMO-LNO,SNL_LMO-LNO_50SOC_b
30.0,25.852,4.1416,1.472,LMO-LNO,SNL_LMO-LNO_50SOC_b
31.0,25.821,4.1405,1.431,LMO-LNO,SNL_LMO-LNO_50SOC_b
32.0,26.319,4.1414,1.414,LMO-LNO,SNL_LMO-LNO_50SOC_b
33.0,25.789,4.1433,1.473,LMO-LNO,SNL_LMO-LNO_50SOC_b
34.0,27.097,4.1374,1.534,LMO-LNO,SNL_LMO-LNO_50SOC_b
35.0,26.127,4.1403,1.402,LMO-LNO,SNL_LMO-LNO_50SOC_b
36.0,25.774,4.141,1.442,LMO-LNO,SNL_LMO-LNO_50SOC_b
37.0,26.283,4.137,1.43,LMO-LNO,SNL_LMO-LNO_50SOC_b
38.0,26.494,4.1398,1.49,LMO-LNO,SNL_LMO-LNO_50SOC_b
39.0,26.171,4.1381,1.468,LMO-LNO,SNL_LMO-LNO_50SOC_b
40.0,26.131,4.1363,1.552,LMO-LNO,SNL_LMO-LNO_50SOC_b
41.0,25.885,4.1381,1.501,LMO-LNO,SNL_LMO-LNO_50SOC_b
42.0,26.251,4.1384,1.531,LMO-LNO,SNL_LMO-LNO_50SOC_b
43.0,26.717,4.1366,1.522,LMO-LNO,SNL_LMO-LNO_50SOC_b
44.0,26.401,4.1331,1.54,LMO-LNO,SNL_LMO-LNO_50SOC_b
45.0,26.603,4.133,1.444,LMO-LNO,SNL_LMO-LNO_50SOC_b
46.0,26.817,4.1355,1.485,LMO-LNO,SNL_LMO-LNO_50SOC_b
47.0,26.708,4.135,1.457,LMO-LNO,SNL_LMO-LNO_50SOC_b
48.0,26.109,4.1346,1.54,LMO-LNO,SNL_LMO-LNO_50SOC_b
49.0,26.492,4.1376,1.509,LMO-LNO,SNL_LMO-LNO_50SOC_b
50.0,25.955,4.1328,1.48,LMO-LNO,SNL_LMO-LNO_50SOC_b
51.0,27.073,4.1355,1.519,LMO-LNO,SNL_LMO-LNO_50SOC_b
52.0,26.724,4.1339,1.519,LMO-LNO,SNL_LMO-LNO_50SOC_b
53.0,26.149,4.1369,1.627,LMO-LNO,SNL_LMO-LNO_50SOC_b
54.0,26.791,4.1329,1.521,LMO-LNO,SNL_LMO-LNO_50SOC_b
55.0,27.132,4.1321,1.534,LMO-LNO,SNL_LMO-LNO_50SOC_b
56.0,26.522,4.134,1.522,LMO-LNO,SNL_LMO-LNO_50SOC_b
57.0,26.045,4.1312,1.436,LMO-LNO,SNL_LMO-LNO_50SOC_b
58.0,26.65,4.1335,1.513,LMO-LNO,SNL_LMO-LNO_50SOC_b
